Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
21351,1.11,Ideal,I,SI1,62.2,56.0,6.62,6.65,4.13,4890
13080,0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
2589,0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,3024
14661,1.23,Ideal,F,VVS2,61.8,56.0,6.89,6.84,4.24,11141
25457,2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
21424,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96,754
15020,0.32,Ideal,F,VS1,61.9,56.0,4.35,4.4,2.71,702
8692,0.31,Ideal,E,VS2,62.3,57.0,4.35,4.32,2.7,872
929,0.34,Ideal,E,VS2,62.0,56.0,4.46,4.48,2.77,646
13835,1.2,Very Good,J,SI1,61.3,59.0,6.83,6.9,4.21,4891
12916,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
1580,0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
24142,0.41,Ideal,I,VVS2,61.6,57.0,4.76,4.78,2.94,827
19482,0.34,Very Good,H,VVS1,63.2,58.0,4.45,4.41,2.8,995
5081,0.45,Ideal,I,VS2,61.7,59.0,4.96,4.91,3.04,1013
25938,1.5,Good,H,VS1,64.2,56.0,7.3,7.09,4.62,8749
4571,0.57,Ideal,E,VVS2,61.5,56.0,5.31,5.35,3.28,2447
24141,0.36,Ideal,E,SI1,61.4,57.0,4.56,4.59,2.81,631
8709,2.61,Good,I,SI2,64.2,63.0,8.66,8.57,5.53,13784
23851,1.05,Ideal,H,SI1,62.5,56.0,6.43,6.52,4.05,4937
12220,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
7089,1.0,Very Good,G,SI2,62.6,58.0,6.34,6.38,3.98,4725
3331,1.7,Very Good,I,VS2,58.5,59.0,7.81,7.89,4.59,11190
18593,0.31,Very Good,E,SI1,61.2,58.0,4.34,4.38,2.67,507
5825,0.43,Ideal,G,SI1,62.0,55.0,4.84,4.87,3.01,795
24593,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,10800
14831,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18,1243
10384,0.55,Good,F,SI1,64.3,57.9,5.16,5.21,3.33,1400
19947,0.78,Good,D,SI1,60.1,61.0,5.92,5.89,3.55,3253
13608,0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684
22221,0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,2131
16527,0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,559
16696,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1383
12200,0.41,Premium,F,VVS1,58.9,58.0,4.87,4.84,2.86,1356
18263,0.71,Very Good,G,VS2,60.4,61.0,5.77,5.81,3.5,2492
9962,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,638
19360,0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,844
2933,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
23794,2.11,Very Good,J,SI2,60.8,61.0,8.21,8.36,5.04,12771
8982,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,828
8063,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3170
22953,0.71,Very Good,E,SI1,62.0,55.0,5.72,5.76,3.56,2420
9025,0.43,Ideal,F,VVS2,61.9,56.0,4.82,4.87,3.0,1169
24111,0.73,Very Good,F,VVS1,60.6,56.0,5.79,5.83,3.52,3720
9263,0.71,Very Good,J,VS1,62.4,58.0,5.67,5.7,3.55,2061
6575,1.74,Ideal,I,SI2,61.6,57.0,7.67,7.74,4.75,8896
20895,0.31,Premium,E,VS1,60.5,59.0,4.36,4.37,2.64,734
12074,0.45,Premium,E,SI1,62.8,58.0,4.88,4.84,3.05,1091
16333,0.37,Premium,H,SI1,60.4,59.0,4.63,4.58,2.78,666
2654,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,5233
14431,0.52,Fair,J,VS2,65.3,56.0,5.05,5.0,3.28,1030
4518,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,447
17335,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441
17747,0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
14990,0.41,Good,D,VS1,,62.0,4.8,4.84,2.9,986
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
2561,0.3,Premium,D,VS2,60.3,60.0,4.31,4.28,2.59,911
15344,0.34,Fair,J,SI1,64.5,57.0,4.38,4.36,2.82,497
6475,1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62,17366
17415,0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66,473
14157,0.31,Premium,H,VVS2,61.4,59.0,4.35,4.38,2.68,625
23754,0.42,Premium,E,SI2,58.5,60.0,4.94,4.91,2.88,814
11971,0.55,Premium,D,SI1,60.5,60.0,5.3,5.27,3.2,1698
24977,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7812
1955,0.41,Premium,I,VVS2,59.9,58.0,4.81,4.87,2.9,827
24381,0.56,Ideal,G,VVS1,62.0,56.0,5.28,5.3,3.28,2202
1163,0.31,Very Good,F,VS2,62.9,58.0,4.27,4.31,2.7,625
11572,0.31,Premium,F,VS2,62.3,60.0,4.35,4.32,2.7,802
20376,0.24,Premium,H,VVS1,61.2,58.0,3.96,4.01,2.44,432
11228,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
6427,0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67,505
9126,2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,12968
23086,0.7,Very Good,G,SI1,62.2,58.0,5.63,5.66,3.51,2095
19530,1.5,Good,J,SI2,63.6,57.0,7.3,7.23,4.62,6750
22830,0.51,Very Good,F,SI2,62.3,55.0,5.13,5.15,3.2,1243
16672,2.1,Premium,J,SI2,62.0,62.0,8.23,8.17,5.08,12308
25465,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
2698,0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,1097
25010,1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,6672
5440,0.93,Ideal,G,SI1,60.1,57.0,6.33,6.41,3.83,5126
24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
21984,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
18671,0.51,Ideal,G,VS1,61.7,55.0,5.14,5.17,3.18,1656
4590,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
21122,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1180
18142,1.05,Premium,E,SI2,60.9,61.0,6.61,6.55,4.01,3951
14826,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
4969,0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906
22730,0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24,1676
19277,0.33,Ideal,F,VS2,61.6,55.0,4.48,4.45,2.75,854
22330,1.55,Ideal,D,VS2,62.1,59.0,7.34,7.37,4.57,15887
19824,2.16,Ideal,H,SI1,61.9,57.0,8.3,8.38,5.16,17820
26463,1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5224
1189,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
9822,0.51,Ideal,F,SI2,61.0,55.0,5.18,5.21,3.17,1100
13147,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1004
18756,0.7,Very Good,I,VVS1,60.9,60.0,5.68,5.71,3.47,2421
5802,0.37,Premium,G,VS2,59.3,60.0,4.71,4.67,2.78,833
14935,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,6324
26843,0.63,Fair,H,VS1,57.3,62.5,5.65,5.7,3.25,1760
19922,0.84,Ideal,J,VS2,61.1,57.0,6.09,6.12,3.73,2709
10943,0.31,Very Good,H,VVS2,61.9,58.0,4.33,4.36,2.69,625
3619,0.31,Ideal,D,SI1,62.3,54.0,4.37,4.33,2.71,732
9102,1.01,Very Good,D,SI1,61.6,59.0,6.42,6.47,3.97,5815
17535,0.45,Ideal,I,VS1,61.6,54.0,4.95,4.99,3.06,825
3219,1.01,Premium,E,IF,62.6,58.0,6.44,6.37,4.01,11491
7590,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1608
16434,0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,706
12869,0.7,Ideal,F,VVS1,62.7,54.0,5.66,5.7,3.56,4021
16060,0.5,Premium,G,VVS2,61.6,60.0,5.1,5.13,3.15,1838
21731,0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13,2243
6320,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
17408,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,17294
26607,0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85,779
23530,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,1370
6030,0.27,Ideal,G,IF,61.0,56.0,4.17,4.19,2.55,672
2117,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
20418,0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87,4625
20233,0.7,Very Good,G,VS2,63.3,56.0,5.63,5.59,3.55,2657
1734,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3676
7528,0.4,Ideal,E,VS1,,55.0,4.67,4.71,2.93,947
2160,0.27,Very Good,E,VS1,62.9,56.0,4.12,4.15,2.6,470
6629,0.31,Premium,G,VS2,62.6,57.0,4.32,4.3,2.7,698
15546,0.7,Very Good,E,VS1,62.2,57.0,5.63,5.68,3.52,3063
2240,0.93,Premium,E,SI2,62.9,57.0,6.25,6.19,3.91,3984
16689,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
19710,0.5,Very Good,G,VS1,63.2,59.0,5.03,5.07,3.19,1580
7277,0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
8553,0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46,597
9635,0.66,Ideal,D,VVS2,61.6,57.0,5.64,5.57,3.45,3049
1568,1.0,Good,D,SI1,65.1,54.0,6.23,6.27,4.07,4786
6349,0.92,Fair,H,VS1,56.0,60.0,6.53,6.51,3.65,3924
17631,0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
3811,1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93,5775
23538,1.69,Ideal,I,VS2,,56.0,7.74,7.77,4.69,13645
23749,0.91,Ideal,J,VS1,60.7,57.0,6.26,6.23,3.79,3296
23510,0.53,Premium,D,VS2,60.4,58.0,5.26,5.23,3.17,1956
18471,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
22520,1.18,Ideal,I,SI1,62.1,56.0,6.79,6.77,4.21,5154
2759,1.2,Premium,J,SI2,58.7,59.0,6.99,6.94,4.09,4685
19555,1.01,Very Good,G,VS1,62.3,60.0,6.35,6.49,4.0,6368
23597,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017
21711,0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2860
4483,2.01,Fair,G,SI2,65.9,57.0,7.85,7.78,5.15,10887
17382,0.4,Premium,F,VS1,62.5,57.0,4.72,4.69,2.94,1050
4330,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1612
19547,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,4318
9349,1.01,Very Good,H,VS2,,61.0,6.32,6.24,3.99,5050
19124,0.71,Premium,G,SI2,62.0,55.0,5.77,5.71,3.56,2362
1919,0.45,Ideal,G,IF,61.7,55.0,4.93,4.96,3.05,1548
16344,2.02,Very Good,H,SI2,62.3,58.0,7.97,8.04,4.99,15064
9459,0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
2909,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59,14237
9636,0.51,Ideal,G,IF,62.4,54.0,5.12,5.17,3.21,2096
25586,0.9,Very Good,F,VS1,62.1,58.0,6.15,6.19,3.83,4898
8881,0.31,Premium,H,IF,61.0,58.0,4.34,4.38,2.66,816
4607,0.51,Very Good,H,SI1,61.0,55.0,5.18,5.21,3.17,1698
15497,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
16339,1.02,Very Good,G,VS2,,60.0,6.53,6.49,3.94,6906
14563,0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382
4787,2.23,Very Good,J,VS2,61.0,58.0,8.36,8.39,5.11,14732
1943,0.51,Very Good,E,VS2,60.0,57.0,5.15,5.19,3.1,1549
11838,0.51,Ideal,F,VVS2,61.9,56.0,5.09,5.14,3.16,2098
13662,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,14319
21848,1.7,Premium,F,VS2,62.5,61.0,7.54,7.45,4.69,13737
3628,1.24,Premium,J,VS2,62.0,58.0,6.87,6.91,4.27,5128
4835,1.57,Very Good,I,VS2,60.3,58.0,7.58,7.55,4.56,10447
18444,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71,3402
1400,0.9,Premium,I,VS1,61.0,55.0,6.29,6.27,3.83,3720
4922,0.59,Ideal,D,SI1,61.4,55.0,5.41,5.43,3.33,1783
18660,0.3,Premium,D,VS1,59.4,60.0,4.38,4.34,2.59,848
25489,1.14,Premium,F,SI1,61.1,58.0,6.77,6.72,4.12,6448
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
12429,0.34,Ideal,H,VVS2,61.4,56.0,4.48,4.51,2.76,852
24100,0.77,Ideal,J,VS2,61.4,55.0,5.9,5.95,3.64,2159
14388,0.4,Very Good,G,VS2,63.5,56.0,4.7,4.68,2.98,1035
18803,1.24,Premium,H,SI2,59.9,60.0,7.02,7.0,4.2,5694
13668,0.3,Ideal,G,IF,61.8,55.0,4.32,4.36,2.68,863
12781,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9,810
470,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
16824,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2347
11651,0.3,Premium,H,VVS1,61.3,58.0,4.32,4.3,2.64,761
6122,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,945
12197,1.0,Very Good,G,SI1,62.6,59.0,6.29,6.33,3.95,4844
20138,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99,17523
3847,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1417
7697,0.92,Very Good,E,SI1,62.1,58.0,6.15,6.22,3.84,4562
7009,0.41,Ideal,G,VS2,62.5,56.0,4.75,4.72,2.96,1061
7172,0.31,Very Good,G,VS1,62.9,58.0,4.3,4.35,2.72,625
14472,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1151
9729,1.71,Ideal,J,SI1,62.8,57.0,7.58,7.55,4.75,6320
22769,0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66,672
6321,0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
19925,0.3,Very Good,G,VS1,62.1,60.0,4.24,4.3,2.65,605
8839,0.32,Ideal,F,IF,60.7,56.0,4.43,4.46,2.7,990
1933,0.9,Ideal,F,VS2,61.6,57.0,6.21,6.16,3.81,5141
20584,0.33,Ideal,G,VS2,62.5,57.0,4.41,4.39,2.75,743
6238,0.31,Ideal,I,VS1,61.9,54.0,4.38,4.34,2.7,628
10056,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856
595,0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004
15523,0.5,Very Good,E,SI2,63.1,58.0,5.09,5.05,3.2,1181
17309,0.7,Premium,D,VS2,61.3,58.0,5.72,5.67,3.48,2415
6790,1.5,Good,F,SI2,61.2,63.0,7.33,7.41,4.51,9028
21594,0.41,Ideal,F,VVS2,61.0,56.0,4.78,4.82,2.93,1115
18731,1.23,Very Good,G,VVS1,61.2,55.8,6.9,6.94,4.23,11081
397,1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088
1300,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
24421,1.04,Ideal,I,SI1,62.2,56.0,6.51,6.47,4.04,4484
25701,0.51,Ideal,F,VS2,61.9,55.0,5.11,5.15,3.18,1591
26053,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,478
17433,0.39,Premium,E,SI2,63.0,61.0,4.65,4.62,2.92,834
11709,0.3,Ideal,D,VVS2,61.7,55.0,4.33,4.36,2.68,814
15652,0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69,743
3662,0.3,Premium,D,VS2,60.7,60.0,4.33,4.37,2.64,710
7208,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8583
25412,0.95,Very Good,D,SI1,63.7,55.0,6.2,6.24,3.96,5101
4580,1.38,Ideal,I,SI2,61.8,57.0,7.14,7.1,4.4,5796
22589,2.41,Premium,J,VS1,61.1,60.0,8.66,8.6,5.27,15320
358,1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
6913,1.01,Very Good,F,SI1,61.9,57.0,6.37,6.42,3.96,4619
18870,0.38,Very Good,D,VVS2,59.1,59.9,4.71,4.75,2.79,1225
9117,1.02,Ideal,E,SI2,61.6,55.0,6.46,6.52,4.0,4824
8598,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,872
13068,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,12576
4943,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4269
16638,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2539
11781,1.01,Good,I,SI1,61.7,58.0,6.33,6.4,3.93,4171
7207,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
2624,0.34,Premium,H,VS2,62.6,60.0,4.42,4.46,2.78,537
12515,0.96,Premium,H,VS2,61.7,55.0,6.36,6.31,3.91,4529
16084,0.65,Premium,I,SI2,60.7,58.0,5.65,5.62,3.42,1219
9754,0.71,Ideal,G,VVS2,62.5,57.0,5.73,5.7,3.57,3042
12312,1.23,Ideal,G,VS1,61.6,57.0,6.84,6.9,4.23,10859
10946,0.34,Good,F,SI2,63.9,56.0,4.43,4.4,2.82,536
2629,0.5,Fair,G,VVS2,64.9,58.0,5.0,4.95,3.23,1712
26109,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3731
11236,0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
23877,0.5,Premium,E,VS2,61.0,59.0,5.13,5.07,3.11,1583
2053,0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895
16901,0.5,Premium,F,SI1,62.4,57.0,5.13,5.1,3.19,1838
191,0.32,Ideal,D,VS2,61.7,54.0,4.38,4.43,2.72,758
16271,1.21,Very Good,J,VS2,,58.0,6.79,6.83,4.25,4191
21104,1.2,Very Good,I,SI2,60.3,57.0,6.88,6.95,4.17,4514
25827,0.74,Ideal,I,VS1,62.0,56.0,5.79,5.82,3.6,2947
17496,0.9,Good,G,SI1,62.2,62.5,6.08,6.1,3.78,3816
19479,0.32,Ideal,G,VS2,62.0,57.0,4.37,4.4,2.72,561
9074,1.51,Good,D,SI2,61.7,65.0,7.31,7.38,4.53,7384
10200,0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,1795
21428,0.32,Ideal,E,IF,,53.0,4.39,4.41,2.74,1018
25601,0.51,Premium,E,SI1,58.2,61.0,5.27,5.22,3.05,1340
13518,0.5,Very Good,E,VS2,63.4,58.0,5.08,5.05,3.21,1583
23873,0.71,Good,G,VVS1,62.7,61.0,5.64,5.68,3.55,3072
20038,0.87,Ideal,E,SI2,60.4,58.0,6.19,6.23,3.75,3566
24345,0.71,Premium,E,SI2,62.2,57.0,5.74,5.68,3.55,2386
5244,1.01,Ideal,F,VS2,60.9,57.0,6.48,6.45,3.94,6787
26334,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05,4696
6100,0.39,Ideal,F,VS1,60.9,56.0,4.68,4.75,2.87,894
6166,0.9,Ideal,G,SI2,60.6,55.0,6.27,6.33,3.82,4077
24335,0.7,Good,D,VS2,,59.0,5.49,5.56,3.54,3087
10921,1.05,Ideal,H,SI2,62.0,57.0,6.54,6.5,4.04,3528
7789,0.5,Premium,G,VVS1,61.0,60.0,5.08,5.12,3.11,1966
24390,0.41,Ideal,F,IF,61.4,56.0,4.81,4.83,2.96,1439
25118,0.61,Ideal,I,VVS2,62.0,54.0,5.51,5.47,3.4,1867
2538,1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49,8818
22945,0.37,Good,E,VS1,62.8,65.0,4.51,4.54,2.84,889
6494,0.6,Ideal,G,VS2,60.4,57.0,5.49,5.51,3.32,1861
8001,2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,13654
4671,0.55,Very Good,F,SI1,63.3,58.0,5.21,5.18,3.29,1449
4643,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,732
4175,1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37,6366
16369,0.71,Very Good,G,VS1,64.0,56.0,5.65,5.67,3.62,2630
26708,0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93,810
13726,1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,13037
6176,0.5,Premium,F,VS2,61.7,60.0,5.06,5.02,3.11,1323
3443,0.52,Ideal,F,VVS2,61.5,55.0,5.17,5.21,3.19,2092
7849,0.72,Ideal,H,SI2,60.9,56.0,5.87,5.78,3.55,1901
24624,0.35,Fair,G,VS2,65.9,54.0,5.57,5.53,3.66,1415
17859,2.31,Very Good,I,SI1,62.5,55.0,8.43,8.5,5.29,16801
11473,1.02,Premium,G,SI2,62.3,58.0,6.41,6.38,4.0,3892
11182,0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87,1100
8624,0.46,Fair,H,VS2,65.6,58.0,4.8,4.84,3.16,830
16521,0.32,Ideal,E,SI2,62.0,55.0,4.41,4.36,2.72,576
16289,1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,5236
18954,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,2.92,1232
22553,1.27,Ideal,E,SI2,60.8,57.0,7.0,7.02,4.26,7023
12903,1.01,Good,G,VS2,58.9,61.0,6.46,6.55,3.83,5756
5877,0.31,Very Good,E,VS1,61.9,56.0,4.32,4.37,2.69,636
26943,1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550
20462,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
26929,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,2396
7643,0.71,Very Good,F,SI2,60.9,56.0,5.8,5.83,3.54,2036
11106,1.52,Premium,H,SI2,60.7,60.0,7.55,7.32,4.5,6544
24952,1.51,Very Good,I,SI1,62.2,60.0,7.23,7.3,4.52,8637
21624,0.32,Ideal,I,VS1,60.9,56.0,4.46,4.44,2.71,648
16865,0.52,Very Good,G,SI2,63.0,55.0,5.12,5.14,3.23,1049
4332,0.56,Ideal,E,VS2,62.8,57.0,5.21,5.23,3.28,1699
5984,0.32,Ideal,H,IF,61.6,56.0,4.4,4.43,2.72,796
14265,1.13,Ideal,D,VVS2,61.7,57.0,6.65,6.68,4.11,12150
23291,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0,5321
2507,1.0,Good,H,SI1,61.5,64.0,6.38,6.41,3.93,4568
25779,0.3,Ideal,I,VVS2,62.2,56.0,4.25,4.3,2.66,495
5568,1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,4984
7672,0.36,Premium,E,SI2,61.5,58.0,4.56,4.61,2.82,505
25595,1.21,Ideal,H,SI1,62.6,53.0,6.87,6.8,4.28,6025
22124,1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5690
16538,0.5,Very Good,F,VVS2,61.9,56.0,5.09,5.12,3.16,2003
15759,0.5,Premium,D,VS2,62.1,58.0,5.08,5.03,3.14,1845
11487,1.51,Fair,G,VS2,58.1,67.0,7.59,7.49,4.38,10553
15586,0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,990
12433,1.61,Very Good,I,SI2,60.9,63.0,7.54,7.5,4.58,7775
7445,1.01,Good,F,SI2,63.7,59.0,6.28,6.38,4.03,4166
21692,1.4,Very Good,G,VS2,60.1,62.0,7.16,7.25,4.33,10351
23973,0.7,Good,E,SI1,65.0,57.0,5.53,5.58,3.61,2038
15809,0.32,Ideal,F,VVS2,61.4,57.0,4.41,4.45,2.72,728
19139,0.59,Premium,H,VS2,60.2,60.0,5.45,5.42,3.27,1590
21503,0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1090
21847,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
22145,0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,3392
17001,2.01,Ideal,I,VS2,64.8,55.0,7.91,7.87,5.12,15729
18420,0.32,Ideal,E,VS1,61.8,55.0,4.43,4.4,2.73,972
916,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,680
425,0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,1830
10553,2.04,Fair,E,SI2,65.4,55.0,7.87,7.93,5.17,12799
12303,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,8388
26675,0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
12294,0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,1666
21544,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1155
2625,0.5,Good,E,SI1,63.3,59.0,4.99,5.03,3.17,1316
16888,0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88,865
385,0.71,Very Good,G,SI2,63.2,59.0,5.6,5.64,3.55,2107
8342,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
13895,0.4,Ideal,F,VS1,61.8,54.0,4.75,4.77,2.94,917
24143,0.31,Ideal,G,VVS1,62.2,55.0,4.33,4.38,2.71,789
22388,0.32,Good,E,SI1,63.1,54.0,4.37,4.41,2.77,524
3741,0.3,Very Good,G,VS1,60.3,62.0,4.3,4.33,2.6,605
18909,1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
743,0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52,2867
18258,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
19233,0.7,Ideal,F,VS1,62.5,56.0,5.7,5.73,3.57,2726
7404,0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,610
25983,1.59,Very Good,D,SI1,62.8,54.0,7.43,7.48,4.68,13631
10452,1.11,Premium,H,SI2,61.6,60.0,6.67,6.6,4.09,4662
16586,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,4460
15755,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
6033,0.51,Ideal,D,VS2,61.8,55.0,5.1,5.16,3.17,1787
13047,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55,3052
